,SOQL Query
8345,"SELECT ShippingCountry,ShippingCity FROM Order ORDER BY GrandTotalAmount DESC"
8346,"SELECT AboutMe,Department FROM User ORDER BY Department NULLS LAST"
8347,SELECT Phone FROM Lead GROUP BY IsConverted
8348,SELECT State FROM Lead GROUP BY State
8349,"SELECT Type,Author.Name FROM Document ORDER BY Name DESC NULLS LAST"
8350,"SELECT IsPersonAccount,LeadSource,IsPersonAccount FROM Contact"
8351,"SELECT Amount,Id FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
8352,"SELECT StageName,IsClosed FROM Opportunity ORDER BY LeadSource NULLS LAST"
8353,"SELECT Status,OwnerId FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
8354,"SELECT Probability,AccountId FROM Opportunity ORDER BY Amount DESC"
8355,"SELECT AccountId,ShippingCountry FROM Order ORDER BY TotalAmount NULLS LAST"
8356,"SELECT Status,Description FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
8357,"SELECT ShippingState,Description FROM Order ORDER BY TotalAmount"
8358,"SELECT IsConverted,MobilePhone FROM Lead"
8359,SELECT count(id) FROM Order GROUP BY BillingState
8360,"SELECT LastName,Status FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
8361,SELECT EmployeeNumber FROM User GROUP BY Business_Unit__c
8362,"SELECT IsConverted,FirstName FROM Lead GROUP BY Country"
8363,"SELECT Phone,Description FROM Lead ORDER BY NumberOfEmployees DESC"
8364,"SELECT Status,Country FROM Lead ORDER BY Rating"
8365,"SELECT Industry,AccountNumber FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
8366,"SELECT IsClosed,StageName FROM Opportunity ORDER BY Name"
8367,"SELECT Ownership,AccountNumber FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
8368,"SELECT EmployeeNumber,FirstName FROM User ORDER BY Name"
8369,"SELECT MobilePhone,Email FROM Lead ORDER BY LastName NULLS LAST"
8370,"SELECT LastName,Email FROM Lead ORDER BY Name DESC"
8371,SELECT Industry FROM Account GROUP BY BillingCountry
8372,"SELECT IsClosed,OwnerId FROM Opportunity ORDER BY Amount DESC NULLS LAST"
8373,"SELECT AnnualRevenue,Company FROM Lead ORDER BY LastName DESC NULLS LAST"
8374,"SELECT LastName,LeadSource FROM Contact ORDER BY Name DESC"
8375,"SELECT Quantity,Status FROM Asset ORDER BY Name"
8376,"SELECT Quantity,Status FROM Asset ORDER BY Price DESC"
8377,SELECT Id FROM User GROUP BY Division
8378,SELECT Website FROM Account
8379,"SELECT org62_Chatter_Link__c,Division FROM User GROUP BY City"
8380,"SELECT Type,OwnerId FROM Order ORDER BY GrandTotalAmount"
8381,SELECT Country FROM Lead GROUP BY Rating
8382,"SELECT Department,IsActive FROM User GROUP BY State"
8383,"SELECT OwnerId,EndDate FROM Order ORDER BY GrandTotalAmount DESC"
8384,SELECT Id FROM Account GROUP BY BillingCountry
8385,"SELECT AssetLevel,Status FROM Asset ORDER BY SerialNumber"
8386,"SELECT State,MobilePhone FROM Lead ORDER BY Rating NULLS LAST"
8387,SELECT OwnerId FROM Order GROUP BY BillingState
8388,"SELECT FirstName,Rating FROM Lead GROUP BY Rating"
8389,"SELECT Status,AccountId FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
8390,"SELECT LeadSource,ContactId FROM Opportunity ORDER BY Amount DESC NULLS LAST"
8391,"SELECT AccountId,Description FROM Asset ORDER BY Price DESC"
8392,"SELECT Name,AccountId FROM Asset"
8393,"SELECT BillingStreet,Type FROM Account GROUP BY BillingState"
8394,"SELECT IsEscalated,Origin FROM Case ORDER BY ClosedDate DESC"
8395,SELECT Title FROM User GROUP BY City
8396,"SELECT Department,Id FROM Contact ORDER BY FirstName NULLS LAST"
8397,"SELECT Keywords,Id FROM Document GROUP BY Type"
8398,SELECT ShippingState FROM Order GROUP BY Type
8399,"SELECT Description,AccountId FROM Asset ORDER BY SerialNumber NULLS LAST"
8400,"SELECT State,JobFamily__c FROM User GROUP BY State"
8401,"SELECT Website,Industry,Website FROM Account"
8402,"SELECT ShippingCountry,Description FROM Order GROUP BY BillingCity"
8403,"SELECT Name,BillingStreet FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
8404,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
8405,"SELECT BillingPostalCode,BillingStreet FROM Account ORDER BY AnnualRevenue"
8406,"SELECT GrandTotalAmount,Status FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
8407,"SELECT IsClosed,OwnerId FROM Opportunity ORDER BY Probability DESC"
8408,SELECT City FROM User GROUP BY Division
8409,SELECT Type FROM Account GROUP BY BillingCity
8410,"SELECT OwnerId,AccountId FROM Case GROUP BY Status"
8411,"SELECT ContactId,SerialNumber FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
8412,"SELECT State,JobFamily__c FROM User ORDER BY LastName DESC NULLS LAST"
8413,"SELECT FirstName,Rating FROM Lead ORDER BY Name DESC NULLS LAST"
8414,"SELECT Phone,Company FROM Lead ORDER BY LeadSource"
8415,"SELECT AccountId,Amount FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
8416,"SELECT BillingCountry,AccountId FROM Order"
8417,"SELECT BillingCountry,BillingCity FROM Order ORDER BY Name NULLS LAST"
8418,"SELECT Ownership,AccountNumber FROM Account GROUP BY BillingCity"
8419,"SELECT HasOpenActivity,ContactId,HasOpenActivity FROM Opportunity"
8420,"SELECT Company,State FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
8421,SELECT Description FROM Order GROUP BY BillingCountry
8422,"SELECT IsPersonAccount,Email FROM Contact ORDER BY LeadSource DESC"
8423,"SELECT AccountId,Name FROM Contact GROUP BY Department"
8424,"SELECT Url,Author.Name FROM Document ORDER BY Name DESC NULLS LAST"
8425,"SELECT AccountId,Status FROM Asset ORDER BY Name DESC"
8426,"SELECT Status,Description FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
8427,"SELECT Status,Country FROM Lead ORDER BY FirstName"
8428,"SELECT MiddleName,Description FROM Lead ORDER BY Rating NULLS LAST"
8429,"SELECT IsPersonAccount,BillingCity FROM Account ORDER BY Name"
8430,SELECT ClosedDate FROM Case
8431,"SELECT Ownership,AccountNumber FROM Account ORDER BY NumberOfEmployees DESC"
8432,"SELECT Id,Phone FROM Lead ORDER BY LeadSource DESC"
8433,SELECT Title FROM User GROUP BY State
8434,"SELECT IsConverted,MobilePhone FROM Lead ORDER BY AnnualRevenue"
8435,"SELECT AboutMe,FirstName FROM User ORDER BY Department DESC NULLS LAST"
8436,SELECT Id FROM Account
8437,"SELECT FirstName,EmployeeNumber FROM User ORDER BY LastName DESC NULLS LAST"
8438,"SELECT Amount,Id FROM Opportunity GROUP BY Type"
8439,"SELECT AuthorId,DeveloperName FROM Document ORDER BY Name DESC"
8440,"SELECT State,UserType FROM User GROUP BY Business_Unit__c"
8441,"SELECT org62_Chatter_Link__c,IsActive FROM User ORDER BY Department NULLS LAST"
8442,"SELECT OrderedDate,Status FROM Order ORDER BY GrandTotalAmount DESC"
8443,"SELECT ShippingCountry,AccountId FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
8444,"SELECT Email,Rating FROM Lead GROUP BY State"
8445,"SELECT Id,Name FROM Asset ORDER BY Quantity DESC"
8446,"SELECT AccountId,EmployeeNumber FROM User ORDER BY FirstName"
8447,"SELECT LeadSource,AccountId FROM Contact ORDER BY LeadSource DESC"
8448,"SELECT Probability,LeadSource FROM Opportunity GROUP BY Type"
8449,SELECT JobProfile__c FROM User GROUP BY JobFamily__c
8450,"SELECT AccountId,UserRoleId FROM User ORDER BY LastName NULLS LAST"
8451,"SELECT Price,SerialNumber FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
8452,"SELECT Name,SerialNumber FROM Asset GROUP BY Status"
8453,"SELECT Username,EmployeeNumber FROM User ORDER BY LastName NULLS LAST"
8454,"SELECT CaseNumber,ClosedDate FROM Case GROUP BY Status"
8455,"SELECT GrandTotalAmount,Status FROM Order ORDER BY Name NULLS LAST"
8456,SELECT BillingStreet FROM Account GROUP BY BillingState
8457,"SELECT Name,OwnerId FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
8458,"SELECT Name,Price FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
8459,"SELECT ContactId,Quantity FROM Asset ORDER BY Price NULLS LAST"
8460,"SELECT Body,Keywords FROM Document ORDER BY Name DESC NULLS LAST"
8461,"SELECT AccountId,NextStep FROM Opportunity ORDER BY Amount"
8462,"SELECT LastName,MiddleName FROM Lead ORDER BY AnnualRevenue"
8463,"SELECT Status,Company FROM Lead GROUP BY Status"
8464,"SELECT AccountId,ShippingCity,AccountId FROM Order"
8465,"SELECT BillingCountry,OwnerId FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
8466,"SELECT Department,LeadSource FROM Contact"
8467,"SELECT Status,Company FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
8468,"SELECT FirstName,LeadSource FROM Contact ORDER BY LastName DESC"
8469,"SELECT CompanyName,Region__c FROM User"
8470,"SELECT Description,FirstName FROM Contact ORDER BY Name NULLS LAST"
8471,"SELECT LeadSource,Email FROM Contact ORDER BY FirstName DESC NULLS LAST"
8472,"SELECT JobProfile__c,Title FROM User GROUP BY Division"
8473,"SELECT Name,ShippingCountry,Name FROM Order"
8474,"SELECT IsPersonAccount,LastName FROM Contact ORDER BY LeadSource DESC"
8475,"SELECT Type,NumberOfEmployees FROM Account ORDER BY Name"
8476,"SELECT BillingCountry,Name FROM Order ORDER BY Name NULLS LAST"
8477,SELECT BillingState FROM Order GROUP BY Type
8478,"SELECT FirstName,Rating FROM Lead GROUP BY IsConverted"
8479,"SELECT Email,UserType FROM User ORDER BY FirstName DESC"
8480,"SELECT Id,ManagerId FROM User ORDER BY LastName DESC NULLS LAST"
8481,"SELECT UserRoleId,MiddleName FROM User ORDER BY Name DESC"
8482,"SELECT MiddleName,Description FROM Lead ORDER BY LeadSource DESC NULLS LAST"
8483,"SELECT Email,NumberOfEmployees FROM Lead GROUP BY IsConverted"
8484,SELECT EndDate FROM Order GROUP BY BillingCountry
8485,"SELECT Id,AccountId FROM Order ORDER BY GrandTotalAmount NULLS LAST"
8486,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY Rating"
8487,"SELECT AccountId,Title FROM User ORDER BY FirstName DESC NULLS LAST"
8488,"SELECT Status,Quantity FROM Asset ORDER BY Quantity DESC"
8489,"SELECT Probability,LeadSource FROM Opportunity ORDER BY Amount DESC"
8490,"SELECT IsClosed,LeadSource FROM Opportunity ORDER BY Probability"
8491,"SELECT SerialNumber,AssetLevel FROM Asset ORDER BY Quantity NULLS LAST LIMIT 1"
8492,SELECT Name FROM User GROUP BY Business_Unit__c
8493,"SELECT AboutMe,Division FROM User ORDER BY Name DESC"
8494,"SELECT ShippingCity,EndDate FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
8495,SELECT IsClosed FROM Case
8496,"SELECT Type,AnnualRevenue FROM Account ORDER BY AnnualRevenue DESC"
8497,SELECT Division FROM User GROUP BY Department
8498,"SELECT Id,Rating FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
8499,"SELECT SerialNumber,Quantity FROM Asset ORDER BY SerialNumber NULLS LAST"
8500,"SELECT Status,AccountId FROM Case GROUP BY Type"
8501,"SELECT EndDate,Description FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
8502,"SELECT BillingStreet,Industry FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
8503,"SELECT Name,MiddleName FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
8504,"SELECT Description,BillingPhoneNumber FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
8505,"SELECT BillingCity,ShippingState FROM Order GROUP BY Status"
8506,"SELECT BillingStreet,Type FROM Account ORDER BY NumberOfEmployees NULLS LAST"
8507,"SELECT AssetLevel,Name FROM Asset GROUP BY Status"
8508,"SELECT ContactId,Description FROM Asset ORDER BY Name DESC"
8509,"SELECT AccountId,Id FROM Asset ORDER BY SerialNumber DESC"
8510,SELECT BillingPhoneNumber FROM Order GROUP BY Status
8511,SELECT FirstName FROM User GROUP BY JobFamily__c
8512,"SELECT SerialNumber,AssetLevel FROM Asset ORDER BY Price DESC NULLS LAST"
8513,"SELECT BillingPhoneNumber,Id FROM Order GROUP BY BillingCity"
8514,"SELECT Rating,NumberOfEmployees FROM Lead GROUP BY City"
8515,"SELECT IsPersonAccount,LeadSource FROM Contact ORDER BY FirstName NULLS LAST"
8516,"SELECT ClosedDate,IsEscalated FROM Case ORDER BY ClosedDate DESC NULLS LAST"
8517,"SELECT FirstName,Company FROM Lead"
8518,"SELECT Id,Status FROM Asset ORDER BY Price NULLS LAST"
8519,"SELECT BillingStreet,AccountNumber FROM Account ORDER BY AnnualRevenue"
8520,"SELECT AboutMe,FirstName FROM User ORDER BY Name NULLS LAST"
8521,"SELECT Id,MiddleName FROM Contact GROUP BY Department"
8522,"SELECT Id,Url FROM Document ORDER BY Name NULLS LAST"
8523,"SELECT AccountId,Title FROM User GROUP BY JobProfile__c"
8524,"SELECT Type,AnnualRevenue FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
8525,"SELECT LastName,Name FROM Contact ORDER BY Department NULLS LAST"
8526,"SELECT LeadSource,OwnerId FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
8527,"SELECT GrandTotalAmount,Status FROM Order"
8528,SELECT Division FROM User
8529,SELECT UserRoleId FROM User GROUP BY Country
8530,"SELECT BillingPhoneNumber,Id FROM Order ORDER BY TotalAmount"
8531,"SELECT AboutMe,Division FROM User GROUP BY JobProfile__c"
8532,"SELECT IsPersonAccount,Industry FROM Account GROUP BY Type"
8533,SELECT UserType FROM User GROUP BY Division
8534,"SELECT ContentType,Id FROM Document ORDER BY Name NULLS LAST"
8535,"SELECT Email,City FROM User ORDER BY LastName"
8536,"SELECT Price,Quantity FROM Asset ORDER BY Name"
8537,"SELECT Industry,AccountNumber FROM Account ORDER BY Name NULLS LAST"
8538,"SELECT ShippingCountry,AccountId FROM Order ORDER BY TotalAmount NULLS LAST"
8539,"SELECT Email,City FROM User ORDER BY Department DESC NULLS LAST"
8540,"SELECT ShippingState,BillingCity FROM Order GROUP BY BillingState"
8541,"SELECT IsEscalated,Id FROM Case ORDER BY ClosedDate NULLS LAST"
8542,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
8543,"SELECT Company,LastName FROM Lead ORDER BY Name DESC NULLS LAST"
8544,"SELECT Id,ShippingCountry,Id FROM Order"
8545,"SELECT LastName,Name FROM Contact ORDER BY LastName DESC"
8546,"SELECT Company,State FROM Lead ORDER BY Rating"
8547,"SELECT Description,Price FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
8548,"SELECT CompanyName,Region__c FROM User ORDER BY LastName DESC"
8549,"SELECT Probability,LeadSource FROM Opportunity ORDER BY Probability DESC NULLS LAST"
8550,SELECT Website FROM Account GROUP BY Type
8551,"SELECT ShippingCountry,ShippingCity FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
8552,"SELECT IsConverted,MobilePhone FROM Lead ORDER BY LastName"
8553,"SELECT IsPersonAccount,LastName FROM Contact ORDER BY FirstName"
8554,SELECT AnnualRevenue FROM Lead GROUP BY Rating
8555,"SELECT ContactId,Name FROM Asset"
8556,"SELECT AccountId,Id FROM Opportunity ORDER BY Name NULLS LAST"
8557,"SELECT ContactId,Id FROM Opportunity GROUP BY Type"
8558,"SELECT ContactId,Description,ContactId FROM Asset"
8559,"SELECT StageName,Type,StageName FROM Opportunity"
8560,"SELECT LastName,Status FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
8561,SELECT Division FROM User GROUP BY JobProfile__c
8562,"SELECT SerialNumber,Quantity FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
8563,"SELECT BillingCountry,NumberOfEmployees FROM Account ORDER BY Name"
8564,"SELECT Description,SerialNumber FROM Asset ORDER BY Price NULLS LAST"
8565,"SELECT IsActive,JobFamily__c FROM User GROUP BY Division"
8566,"SELECT IsPersonAccount,LeadSource FROM Contact ORDER BY FirstName DESC"
8567,"SELECT Type,LeadSource FROM Opportunity ORDER BY LeadSource NULLS LAST"
8568,"SELECT NumberOfEmployees,Description FROM Account GROUP BY BillingCity"
8569,"SELECT BillingCity,Type FROM Account GROUP BY Type"
8570,"SELECT AssetLevel,Description FROM Asset ORDER BY SerialNumber NULLS LAST"
8571,"SELECT Id,Phone FROM Lead ORDER BY LeadSource NULLS LAST"
8572,"SELECT AccountId,Description FROM Contact ORDER BY LastName DESC NULLS LAST"
8573,"SELECT BillingPhoneNumber,ShippingCountry FROM Order ORDER BY OrderedDate DESC"
8574,"SELECT IsClosed,Description FROM Opportunity GROUP BY Type"
8575,"SELECT Body,AuthorId,Body FROM Document"
8576,"SELECT NextStep,OwnerId FROM Opportunity ORDER BY Amount DESC NULLS LAST"
8577,"SELECT LeadSource,Id FROM Lead ORDER BY LeadSource"
8578,"SELECT IsPublic,Type FROM Document ORDER BY Name DESC"
8579,"SELECT ManagerId,JobProfile__c FROM User GROUP BY Department"
8580,"SELECT Email,Region__c FROM User ORDER BY FirstName"
8581,"SELECT Type,Id FROM Opportunity ORDER BY Amount NULLS LAST"
8582,"SELECT LastName,Email FROM Lead GROUP BY Status"
8583,"SELECT FirstName,Rating FROM Lead GROUP BY City"
8584,"SELECT AccountId,NextStep FROM Opportunity ORDER BY LeadSource DESC"
8585,"SELECT EndDate,Description FROM Order ORDER BY OrderedDate"
8586,"SELECT Department,Phone FROM Contact ORDER BY Name"
8587,"SELECT Quantity,Price,Quantity FROM Asset"
8588,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY LeadSource DESC"
8589,"SELECT OrderedDate,Status FROM Order ORDER BY Name"
8590,"SELECT IsClosed,StageName FROM Opportunity ORDER BY Amount"
8591,"SELECT LastName,Status FROM Lead ORDER BY Rating NULLS LAST"
8592,"SELECT Name,BillingCity FROM Order ORDER BY Name DESC NULLS LAST"
8593,"SELECT Description,MiddleName FROM Lead ORDER BY FirstName NULLS LAST"
8594,SELECT AuthorId FROM Document GROUP BY Type
8595,"SELECT Ownership,BillingCity FROM Account GROUP BY BillingCity"
8596,"SELECT Department,LeadSource FROM Contact ORDER BY LastName NULLS LAST"
8597,"SELECT Probability,LeadSource FROM Opportunity ORDER BY Probability"
8598,"SELECT Name,IsClosed FROM Opportunity"
8599,"SELECT ContactId,Id FROM Opportunity ORDER BY Amount DESC NULLS LAST"
8600,SELECT FirstName FROM Lead GROUP BY Status
8601,"SELECT FirstName,Rating FROM Lead ORDER BY AnnualRevenue"
8602,"SELECT Phone,Ownership FROM Account ORDER BY Name NULLS LAST"
8603,"SELECT AccountId,ContactId FROM Asset ORDER BY Name NULLS LAST"
8604,"SELECT Id,Name,Id FROM Document"
8605,SELECT Title FROM User GROUP BY Department
8606,"SELECT Description,EndDate FROM Order ORDER BY Name"
8607,SELECT BillingCity FROM Account GROUP BY BillingCity
8608,"SELECT MiddleName,Description FROM Lead ORDER BY Name"
8609,"SELECT LastName,Email FROM Lead ORDER BY LeadSource DESC"
8610,"SELECT ShippingState,BillingCity FROM Order ORDER BY OrderedDate DESC"
8611,"SELECT NumberOfEmployees,BillingState FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
8612,"SELECT Id,BillingState,Id FROM Account"
8613,"SELECT MiddleName,Description,MiddleName FROM Contact"
8614,"SELECT LeadSource,Email FROM Contact ORDER BY Department NULLS LAST"
8615,"SELECT JobProfile__c,AboutMe FROM User ORDER BY Department DESC"
8616,"SELECT Url,Keywords,Url FROM Document"
8617,"SELECT Status,Company FROM Lead GROUP BY State"
8618,"SELECT Name,BillingStreet FROM Account ORDER BY AnnualRevenue DESC"
8619,"SELECT IsActive,JobFamily__c,IsActive FROM User"
8620,"SELECT Description,MiddleName FROM Lead ORDER BY Rating DESC"
8621,"SELECT Name,Id FROM Contact"
8622,"SELECT LeadSource,Id FROM Contact ORDER BY FirstName DESC NULLS LAST"
8623,"SELECT BillingStreet,Website FROM Account"
8624,"SELECT Phone,Company FROM Lead ORDER BY FirstName"
8625,SELECT Email FROM Lead GROUP BY IsConverted
8626,"SELECT ContactId,SerialNumber FROM Asset ORDER BY Quantity"
8627,"SELECT Id,Company FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
8628,"SELECT IsClosed,OwnerId FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
8629,"SELECT Status,SerialNumber FROM Asset ORDER BY Quantity NULLS LAST LIMIT 1"
8630,"SELECT ContactId,HasOpenActivity FROM Opportunity ORDER BY Probability DESC NULLS LAST"
8631,"SELECT OwnerId,IsClosed FROM Case GROUP BY Type"
8632,"SELECT Name,BillingCity FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
8633,SELECT Type FROM Account GROUP BY Type
8634,"SELECT JobProfile__c,Email FROM User GROUP BY State"
8635,"SELECT Department,UserType FROM User ORDER BY Department"
8636,SELECT Comments FROM Case
8637,"SELECT SerialNumber,Description,SerialNumber FROM Asset"
8638,"SELECT BillingCountry,NumberOfEmployees FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
8639,"SELECT MiddleName,LastName FROM Lead ORDER BY LeadSource DESC"
8640,"SELECT Industry,Id FROM Account ORDER BY Name DESC NULLS LAST"
