,SOQL Query
9706,"SELECT Description,Status FROM Case GROUP BY Type"
9707,"SELECT Id,Amount FROM Opportunity ORDER BY Amount NULLS LAST"
9708,"SELECT AnnualRevenue,Company FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
9709,"SELECT HasOpenActivity,HasOpenActivity FROM Opportunity ORDER BY Name DESC NULLS LAST"
9710,"SELECT FirstName,Rating FROM Lead ORDER BY AnnualRevenue"
9711,"SELECT IsClosed,Probability FROM Opportunity ORDER BY Amount"
9712,"SELECT Company,LastName FROM Lead ORDER BY Name"
9713,"SELECT SerialNumber,AssetLevel FROM Asset ORDER BY Quantity DESC NULLS LAST"
9714,"SELECT Id,MobilePhone FROM Lead ORDER BY LastName DESC NULLS LAST"
9715,"SELECT Email,MiddleName FROM Lead ORDER BY LeadSource"
9716,"SELECT Type,Name FROM Opportunity ORDER BY Name DESC"
9717,"SELECT State,MiddleName FROM Lead ORDER BY LeadSource"
9718,"SELECT AccountNumber,BillingPostalCode FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
9719,"SELECT Id,Phone FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
9720,"SELECT Comments,Status FROM Case ORDER BY ClosedDate DESC NULLS LAST"
9721,SELECT CompanyName FROM User GROUP BY Division
9722,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY Rating DESC NULLS LAST"
9723,"SELECT org62_Chatter_Link__c,CompanyName FROM User ORDER BY LastName DESC NULLS LAST"
9724,"SELECT BillingCity,Phone FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
9725,"SELECT FirstName,Name FROM Contact ORDER BY LeadSource NULLS LAST"
9726,"SELECT IsPersonAccount,Department FROM Contact ORDER BY FirstName"
9727,"SELECT LeadSource,IsConverted,LeadSource FROM Lead"
9728,"SELECT Name,Id FROM Contact ORDER BY FirstName"
9729,"SELECT AccountId,Name FROM Opportunity ORDER BY Amount"
9730,"SELECT Region__c,Business_Unit__c FROM User ORDER BY FirstName NULLS LAST"
9731,"SELECT Id,Id FROM Asset ORDER BY Quantity DESC NULLS LAST"
9732,"SELECT Status,ContactId FROM Asset ORDER BY Price"
9733,"SELECT State,Country FROM Lead ORDER BY Rating DESC NULLS LAST"
9734,"SELECT NumberOfEmployees,Phone FROM Lead ORDER BY LeadSource"
9735,"SELECT AboutMe,Business_Unit__c FROM User GROUP BY State"
9736,"SELECT Price,Name FROM Asset ORDER BY Quantity NULLS LAST"
9737,"SELECT Name,Price FROM Asset ORDER BY Price DESC NULLS LAST"
9738,"SELECT Name,AccountId FROM Asset ORDER BY Name DESC NULLS LAST"
9739,"SELECT IsPublic,Type FROM Document ORDER BY Name"
9740,"SELECT Department,Email FROM Contact"
9741,"SELECT org62_Chatter_Link__c,CompanyName FROM User GROUP BY Department"
9742,"SELECT AccountNumber,NumberOfEmployees FROM Account ORDER BY AnnualRevenue"
9743,"SELECT Department,EmployeeNumber FROM User ORDER BY Department NULLS LAST"
9744,"SELECT Email,Name FROM Contact"
9745,"SELECT GrandTotalAmount,EndDate FROM Order GROUP BY Status"
9746,"SELECT Description,Status FROM Asset ORDER BY Name DESC"
9747,"SELECT Company,Id FROM Lead GROUP BY Status"
9748,"SELECT OwnerId,BillingCity FROM Order ORDER BY Name NULLS LAST"
9749,"SELECT Status,Description FROM Order GROUP BY Type"
9750,"SELECT Industry,Name FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
9751,"SELECT BillingCity,BillingCity FROM Order ORDER BY TotalAmount NULLS LAST"
9752,"SELECT Description,Body FROM Document GROUP BY Type"
9753,"SELECT AccountNumber,IsPersonAccount FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
9754,"SELECT ContactId,FiscalYear FROM Opportunity ORDER BY LeadSource DESC"
9755,"SELECT Business_Unit__c,Email FROM User GROUP BY JobProfile__c"
9756,"SELECT Company,LastName FROM Lead ORDER BY LastName"
9757,"SELECT AnnualRevenue,IsPersonAccount FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
9758,"SELECT Id,Rating FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
9759,"SELECT Id,Id FROM Opportunity ORDER BY Amount"
9760,"SELECT Description,Amount FROM Opportunity ORDER BY Name DESC"
9761,"SELECT FirstName,Email FROM User ORDER BY LastName DESC"
9762,"SELECT EndDate,Name FROM Order ORDER BY TotalAmount"
9763,"SELECT State,MiddleName FROM Lead ORDER BY Rating DESC NULLS LAST"
9764,"SELECT SerialNumber,Name FROM Asset ORDER BY Name DESC NULLS LAST"
9765,"SELECT Email,UserType FROM User ORDER BY FirstName DESC NULLS LAST"
9766,"SELECT Price,SerialNumber FROM Asset ORDER BY SerialNumber"
9767,"SELECT ContactId,Description FROM Asset ORDER BY Price NULLS LAST"
9768,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY Name NULLS LAST"
9769,SELECT Title FROM User GROUP BY Department
9770,"SELECT Type,Name,Type FROM Account"
9771,"SELECT Email,LastName FROM Lead GROUP BY Country"
9772,"SELECT IsClosed,FiscalQuarter FROM Opportunity ORDER BY Name NULLS LAST"
9773,"SELECT Quantity,Name FROM Asset ORDER BY Quantity"
9774,"SELECT Ownership,AnnualRevenue FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
9775,"SELECT Name,Price FROM Asset ORDER BY SerialNumber DESC"
9776,"SELECT IsPersonAccount,IsPersonAccount,IsPersonAccount FROM Account"
9777,"SELECT SerialNumber,Name FROM Asset ORDER BY Price"
9778,"SELECT Name,AnnualRevenue FROM Lead GROUP BY Status"
9779,"SELECT FirstName,EmployeeNumber FROM User ORDER BY Name DESC"
9780,"SELECT Description,LeadSource FROM Opportunity ORDER BY Name DESC NULLS LAST"
9781,"SELECT EndDate,Name FROM Order ORDER BY TotalAmount DESC NULLS LAST"
9782,"SELECT TotalAmount,AccountId FROM Order GROUP BY BillingCountry"
9783,"SELECT IsActive,State FROM User GROUP BY Department"
9784,"SELECT FirstName,Country FROM Lead ORDER BY NumberOfEmployees"
9785,"SELECT ShippingState,BillingCountry FROM Order ORDER BY OrderedDate DESC"
9786,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
9787,"SELECT MiddleName,Description FROM Lead GROUP BY IsConverted"
9788,SELECT State FROM Lead GROUP BY IsConverted
9789,"SELECT LeadSource,LastName,LeadSource FROM Lead"
9790,"SELECT Name,SerialNumber FROM Asset"
9791,"SELECT AccountNumber,BillingStreet FROM Account ORDER BY Name NULLS LAST"
9792,"SELECT OwnerId,ShippingState FROM Order ORDER BY Name NULLS LAST"
9793,"SELECT Description,Description FROM Order ORDER BY GrandTotalAmount NULLS LAST"
9794,"SELECT City,org62_Chatter_Link__c FROM User ORDER BY Name NULLS LAST"
9795,"SELECT Quantity,AssetLevel FROM Asset GROUP BY AssetLevel"
9796,"SELECT Description,DeveloperName FROM Document"
9797,"SELECT Country,MiddleName FROM Lead ORDER BY FirstName"
9798,"SELECT LeadSource,LeadSource FROM Contact ORDER BY FirstName DESC"
9799,"SELECT IsClosed,FiscalQuarter FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
9800,"SELECT FiscalQuarter,OwnerId FROM Opportunity ORDER BY Name"
9801,"SELECT ContactId,Status FROM Asset ORDER BY Name DESC"
9802,"SELECT ContactId,Reason FROM Case ORDER BY ClosedDate NULLS LAST"
9803,"SELECT EndDate,Name FROM Order"
9804,"SELECT Price,Quantity FROM Asset ORDER BY SerialNumber DESC"
9805,"SELECT Username,EmployeeNumber FROM User GROUP BY JobFamily__c"
9806,"SELECT MiddleName,Phone FROM Lead GROUP BY Rating"
9807,"SELECT Department,UserType FROM User GROUP BY Business_Unit__c"
9808,"SELECT Email,Name FROM Contact ORDER BY LastName DESC"
9809,"SELECT Email,Rating FROM Lead GROUP BY Country"
9810,"SELECT IsPublic,Keywords FROM Document ORDER BY Name NULLS LAST"
9811,"SELECT AccountId,AccountId FROM User GROUP BY State"
9812,"SELECT Rating,MiddleName FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
9813,"SELECT Description,Type FROM Account GROUP BY Type"
9814,SELECT count(id) FROM Order GROUP BY BillingCountry
9815,"SELECT ShippingCity,BillingPhoneNumber FROM Order ORDER BY Name"
9816,"SELECT OwnerId,ShippingState FROM Order GROUP BY BillingCity"
9817,"SELECT ContactId,Description FROM Asset ORDER BY Price"
9818,"SELECT Id,BillingCountry FROM Order GROUP BY BillingCountry"
9819,"SELECT Status,Reason FROM Case ORDER BY ClosedDate DESC NULLS LAST"
9820,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Amount DESC"
9821,"SELECT LastName,IsConverted FROM Lead ORDER BY LastName NULLS LAST"
9822,"SELECT Business_Unit__c,Country FROM User GROUP BY Business_Unit__c"
9823,"SELECT FirstName,EmployeeNumber FROM User ORDER BY LastName NULLS LAST"
9824,"SELECT BillingPostalCode,BillingState FROM Account ORDER BY AnnualRevenue DESC"
9825,"SELECT AccountNumber,NumberOfEmployees FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
9826,"SELECT BillingState,Status FROM Order ORDER BY TotalAmount NULLS LAST"
9827,"SELECT City,org62_Chatter_Link__c FROM User GROUP BY Country"
9828,"SELECT Company,Name FROM Lead ORDER BY FirstName DESC"
9829,"SELECT ContactId,FiscalYear FROM Opportunity ORDER BY Probability DESC"
9830,"SELECT Name,AccountId FROM Contact ORDER BY LeadSource"
9831,"SELECT AboutMe,Department FROM User ORDER BY FirstName DESC"
9832,"SELECT Name,Description FROM Asset ORDER BY Name NULLS LAST"
9833,"SELECT MobilePhone,Email FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
9834,"SELECT Email,Company FROM Lead ORDER BY FirstName DESC"
9835,"SELECT IsPersonAccount,Ownership FROM Account GROUP BY BillingState"
9836,"SELECT Country,MiddleName FROM Lead ORDER BY FirstName DESC NULLS LAST"
9837,"SELECT NextStep,OwnerId FROM Opportunity ORDER BY Amount DESC"
9838,SELECT Region__c FROM User GROUP BY City
9839,"SELECT LastName,Rating FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
9840,"SELECT Type,Industry FROM Account ORDER BY AnnualRevenue NULLS LAST"
9841,"SELECT OwnerId,ShippingState FROM Order ORDER BY Name"
9842,"SELECT BillingCountry,TotalAmount FROM Order ORDER BY Name DESC NULLS LAST"
9843,"SELECT Department,Phone FROM Contact ORDER BY LastName DESC"
9844,"SELECT Rating,State FROM Lead ORDER BY AnnualRevenue NULLS LAST"
9845,"SELECT Email,UserType FROM User GROUP BY Division"
9846,"SELECT Company,Name FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
9847,"SELECT Description,Id FROM Asset ORDER BY Price NULLS LAST"
9848,"SELECT AccountNumber,IsPersonAccount FROM Account ORDER BY AnnualRevenue DESC"
9849,"SELECT Id,Id FROM Document GROUP BY Type"
9850,"SELECT BillingCountry,AnnualRevenue FROM Account GROUP BY BillingCountry"
9851,"SELECT Status,BillingCountry FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
9852,"SELECT IsClosed,Probability FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
9853,SELECT UserType FROM User GROUP BY JobProfile__c
9854,"SELECT Company,LastName FROM Lead ORDER BY Name DESC NULLS LAST"
9855,"SELECT BillingCountry,IsPersonAccount FROM Account ORDER BY Name NULLS LAST"
9856,"SELECT OwnerId,Id FROM Order ORDER BY TotalAmount DESC NULLS LAST"
9857,"SELECT Id,ManagerId FROM User ORDER BY Name DESC"
9858,"SELECT Description,AssetLevel FROM Asset GROUP BY AssetLevel"
9859,SELECT ManagerId FROM User GROUP BY JobProfile__c
9860,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Name"
9861,"SELECT ShippingCity,BillingState FROM Order ORDER BY Name"
9862,"SELECT ShippingState,ShippingState FROM Order ORDER BY GrandTotalAmount NULLS LAST"
9863,"SELECT ShippingCountry,Name FROM Order GROUP BY BillingCountry"
9864,"SELECT Id,Quantity FROM Asset ORDER BY SerialNumber DESC"
9865,"SELECT Description,OwnerId FROM Order ORDER BY TotalAmount"
9866,"SELECT OwnerId,ShippingState FROM Order GROUP BY BillingState"
9867,"SELECT IsClosed,IsClosed FROM Opportunity ORDER BY Name DESC NULLS LAST"
9868,"SELECT BillingStreet,BillingStreet FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
9869,"SELECT Rating,NumberOfEmployees FROM Lead GROUP BY State"
9870,"SELECT FiscalYear,Type FROM Opportunity ORDER BY Name DESC"
9871,"SELECT Id,Company FROM Lead ORDER BY AnnualRevenue NULLS LAST"
9872,"SELECT GrandTotalAmount,ShippingCountry FROM Order ORDER BY GrandTotalAmount DESC"
9873,"SELECT IsClosed,Type FROM Opportunity ORDER BY Name"
9874,SELECT count(id) FROM Account GROUP BY BillingState
9875,"SELECT AboutMe,State FROM User GROUP BY State"
9876,"SELECT org62_Chatter_Link__c,EmployeeNumber,org62_Chatter_Link__c FROM User"
9877,"SELECT Id,ContactId FROM Opportunity ORDER BY Amount"
9878,"SELECT Comments,IsClosed FROM Case"
9879,"SELECT Ownership,Website FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
9880,"SELECT TotalAmount,AccountId FROM Order ORDER BY GrandTotalAmount NULLS LAST"
9881,"SELECT ContentType,Url FROM Document ORDER BY Name DESC"
9882,"SELECT EmployeeNumber,FirstName FROM User GROUP BY JobFamily__c"
9883,"SELECT State,MobilePhone FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
9884,"SELECT IsActive,JobFamily__c FROM User ORDER BY Name DESC NULLS LAST"
9885,"SELECT Body,Keywords FROM Document ORDER BY Name"
9886,"SELECT Department,Email FROM Contact ORDER BY LastName NULLS LAST"
9887,"SELECT SerialNumber,SerialNumber FROM Asset ORDER BY SerialNumber"
9888,"SELECT OwnerId,ShippingState FROM Order ORDER BY Name DESC NULLS LAST"
9889,"SELECT NumberOfEmployees,Phone FROM Lead ORDER BY LeadSource NULLS LAST"
9890,"SELECT AccountId,OrderedDate FROM Order GROUP BY Status"
9891,"SELECT Id,Email FROM Contact ORDER BY Name DESC"
9892,"SELECT MobilePhone,Country FROM Lead ORDER BY FirstName DESC"
9893,"SELECT Id,Name FROM Lead ORDER BY Name NULLS LAST"
9894,"SELECT Id,JobFamily__c,Id FROM User"
9895,"SELECT Id,AccountId FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
9896,"SELECT Company,Name FROM Lead ORDER BY LeadSource"
9897,"SELECT State,Country FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
9898,"SELECT Industry,Name FROM Account GROUP BY BillingCity"
9899,"SELECT IsActive,JobFamily__c FROM User GROUP BY Division"
9900,"SELECT Description,MiddleName,Description FROM Lead"
9901,"SELECT OwnerId,Type FROM Case"
9902,"SELECT NextStep,LeadSource FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
9903,"SELECT ShippingCity,BillingPhoneNumber FROM Order ORDER BY OrderedDate"
9904,"SELECT Company,Id FROM Lead ORDER BY LeadSource NULLS LAST"
9905,"SELECT Country,MiddleName FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
9906,"SELECT FiscalYear,NextStep FROM Opportunity ORDER BY Probability DESC"
9907,"SELECT FirstName,Name FROM Contact ORDER BY Department DESC"
9908,"SELECT NextStep,LeadSource FROM Opportunity ORDER BY Name"
9909,"SELECT FirstName,org62_Chatter_Link__c FROM User GROUP BY Business_Unit__c"
9910,"SELECT AccountId,Type FROM Case ORDER BY ClosedDate NULLS LAST"
9911,"SELECT LastName,Department FROM Contact ORDER BY LeadSource DESC"
9912,"SELECT OrderedDate,Id FROM Order"
9913,"SELECT Id,Name,Id FROM Lead"
9914,"SELECT Description,AccountId FROM Order ORDER BY TotalAmount DESC"
9915,SELECT AccountNumber FROM Account GROUP BY BillingCountry
9916,"SELECT Id,Company FROM Lead ORDER BY Name DESC NULLS LAST"
9917,"SELECT TotalAmount,ShippingCountry FROM Order ORDER BY TotalAmount DESC"
9918,"SELECT Description,LastName FROM Contact ORDER BY LeadSource DESC"
9919,"SELECT AccountNumber,IsPersonAccount FROM Account ORDER BY AnnualRevenue"
9920,"SELECT Website,AnnualRevenue FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
9921,"SELECT Price,AssetLevel FROM Asset ORDER BY Quantity DESC NULLS LAST"
9922,"SELECT Ownership,Phone FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
9923,"SELECT OwnerId,ContactId FROM Opportunity ORDER BY Probability DESC NULLS LAST"
9924,"SELECT Author.Name,ContentType FROM Document ORDER BY Name NULLS LAST"
9925,"SELECT SerialNumber,SerialNumber FROM Asset ORDER BY Price DESC"
9926,"SELECT Status,Description FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
9927,"SELECT Website,BillingState FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
9928,"SELECT Rating,MiddleName FROM Lead ORDER BY LeadSource DESC"
9929,"SELECT State,Country FROM Lead ORDER BY LeadSource NULLS LAST"
9930,"SELECT Rating,State FROM Lead"
9931,"SELECT IsClosed,FiscalYear FROM Opportunity"
9932,"SELECT JobProfile__c,IsActive FROM User ORDER BY FirstName DESC NULLS LAST"
9933,"SELECT MiddleName,IsConverted FROM Lead ORDER BY Name DESC"
9934,"SELECT Type,Name FROM Opportunity ORDER BY Amount DESC NULLS LAST"
9935,"SELECT EndDate,Description FROM Order ORDER BY TotalAmount DESC"
9936,"SELECT IsPersonAccount,Department FROM Contact ORDER BY Name DESC"
9937,"SELECT Region__c,AccountId FROM User ORDER BY Department DESC NULLS LAST"
9938,"SELECT AccountId,City FROM User GROUP BY Department"
9939,"SELECT ContactId,ContactId FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
9940,"SELECT Name,TotalAmount FROM Order ORDER BY Name"
9941,"SELECT BillingStreet,AccountNumber FROM Account ORDER BY Name DESC NULLS LAST"
9942,"SELECT LastName,LeadSource FROM Contact ORDER BY Department NULLS LAST"
9943,"SELECT BillingState,Status FROM Order ORDER BY TotalAmount DESC NULLS LAST"
9944,"SELECT Id,Email FROM Contact ORDER BY LeadSource NULLS LAST"
9945,"SELECT GrandTotalAmount,BillingState FROM Order ORDER BY TotalAmount DESC"
9946,"SELECT JobFamily__c,Region__c FROM User ORDER BY Name DESC NULLS LAST"
9947,"SELECT Id,Name FROM Document ORDER BY Name NULLS LAST"
9948,"SELECT org62_Chatter_Link__c,State FROM User ORDER BY Name"
9949,"SELECT UserRoleId,Department FROM User ORDER BY Department"
9950,"SELECT MiddleName,Email FROM Contact ORDER BY FirstName NULLS LAST"
9951,"SELECT IsPersonAccount,Name FROM Contact ORDER BY Name NULLS LAST"
9952,"SELECT ManagerId,Business_Unit__c FROM User GROUP BY JobProfile__c"
9953,"SELECT BillingCountry,AccountId FROM Order ORDER BY OrderedDate"
9954,"SELECT Name,ShippingCountry FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
9955,"SELECT ContactId,Status FROM Asset ORDER BY SerialNumber NULLS LAST"
9956,"SELECT Rating,MiddleName FROM Lead GROUP BY Rating"
9957,"SELECT Id,AnnualRevenue FROM Lead GROUP BY Country"
9958,"SELECT HasOpenActivity,HasOpenActivity FROM Opportunity ORDER BY LeadSource"
9959,"SELECT ContactId,FiscalYear FROM Opportunity ORDER BY Amount"
9960,SELECT LastName FROM User GROUP BY Department
9961,"SELECT Company,Name FROM Lead ORDER BY AnnualRevenue DESC"
9962,"SELECT Id,IsPersonAccount FROM Account ORDER BY NumberOfEmployees"
9963,SELECT BillingCity FROM Order GROUP BY Status
9964,"SELECT Country,MiddleName FROM Lead ORDER BY Rating DESC NULLS LAST"
9965,"SELECT Rating,NumberOfEmployees FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
9966,"SELECT StageName,FiscalYear FROM Opportunity ORDER BY LeadSource DESC"
9967,"SELECT Description,LeadSource FROM Opportunity ORDER BY Name DESC"
9968,"SELECT Id,Rating FROM Lead GROUP BY State"
9969,"SELECT Name,ContactId FROM Asset ORDER BY Quantity"
9970,"SELECT OwnerId,GrandTotalAmount FROM Order GROUP BY Type"
9971,"SELECT IsEscalated,ContactEmail FROM Case GROUP BY Status"
9972,"SELECT LeadSource,Phone FROM Contact ORDER BY FirstName DESC"
9973,"SELECT AccountId,OwnerId FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
9974,"SELECT BillingCity,BillingCity FROM Order ORDER BY GrandTotalAmount NULLS LAST"
9975,"SELECT FirstName,Rating FROM Lead"
9976,SELECT Id FROM Order GROUP BY BillingCountry
9977,"SELECT AnnualRevenue,Id FROM Account ORDER BY NumberOfEmployees"
9978,"SELECT Name,Description FROM Asset ORDER BY Price DESC"
9979,"SELECT BillingCountry,IsPersonAccount FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
9980,"SELECT Id,Id FROM Opportunity GROUP BY Type"
9981,"SELECT Company,Id FROM Lead ORDER BY Rating"
9982,"SELECT Company,State FROM Lead ORDER BY AnnualRevenue DESC"
9983,"SELECT Company,State FROM Lead ORDER BY FirstName DESC"
9984,"SELECT Author.Name,Id FROM Document GROUP BY Type"
9985,"SELECT GrandTotalAmount,Status FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
9986,"SELECT Id,Id FROM Lead ORDER BY Name DESC NULLS LAST"
9987,"SELECT Email,Rating FROM Lead ORDER BY LastName DESC"
